80D4F6 20 30 D5    JSR $D530     [80D530] A:0E01 X:0000 Y:0027 S:0133 D:0E68 DB:86 nvMXdizC V:248 H:198 F:18
								849179 0A          ASL A                  A:0090 X:0E68 Y:C42D S:0119 D:0000 DB:86 nvmxdizC V:  0 H:115 F:19
								84917A 85 04       STA $04       [000004] A:0120 X:0E68 Y:C42D S:0119 D:0000 DB:86 nvmxdizc V:  0 H:118 F:19
								84917C A5 00       LDA $00       [000000] A:0120 X:0E68 Y:C42D S:0119 D:0000 DB:86 nvmxdizc V:  0 H:125 F:19
								84917E 29 FF 00    AND #$00FF             A:1E86 X:0E68 Y:C42D S:0119 D:0000 DB:86 nvmxdizc V:  0 H:132 F:19
								849181 4A          LSR A                  A:0086 X:0E68 Y:C42D S:0119 D:0000 DB:86 nvmxdizc V:  0 H:146 F:19
								849182 4A          LSR A                  A:0043 X:0E68 Y:C42D S:0119 D:0000 DB:86 nvmxdizc V:  0 H:149 F:19
								849183 4A          LSR A                  A:0021 X:0E68 Y:C42D S:0119 D:0000 DB:86 nvmxdizC V:  0 H:152 F:19
								849184 29 FE FF    AND #$FFFE             A:0010 X:0E68 Y:C42D S:0119 D:0000 DB:86 nvmxdizC V:  0 H:155 F:19
								849187 18          CLC                    A:0010 X:0E68 Y:C42D S:0119 D:0000 DB:86 nvmxdizC V:  0 H:160 F:19
								849188 65 04       ADC $04       [000004] A:0010 X:0E68 Y:C42D S:0119 D:0000 DB:86 nvmxdizc V:  0 H:163 F:19
								84918A 85 06       STA $06       [000006] A:0130 X:0E68 Y:C42D S:0119 D:0000 DB:86 nvmxdizc V:  0 H:170 F:19
								84918C A5 00       LDA $00       [000000] A:0130 X:0E68 Y:C42D S:0119 D:0000 DB:86 nvmxdizc V:  0 H:177 F:19
								84918E EB          XBA                    A:1E86 X:0E68 Y:C42D S:0119 D:0000 DB:86 nvmxdizc V:  0 H:184 F:19
								84918F 29 1F 00    AND #$001F             A:861E X:0E68 Y:C42D S:0119 D:0000 DB:86 nvmxdizc V:  0 H:188 F:19
								849192 85 04       STA $04       [000004] A:001E X:0E68 Y:C42D S:0119 D:0000 DB:86 nvmxdizc V:  0 H:193 F:19
								849194 A5 02       LDA $02       [000002] A:001E X:0E68 Y:C42D S:0119 D:0000 DB:86 nvmxdizc V:  0 H:200 F:19
								849196 29 00 1F    AND #$1F00             A:0194 X:0E68 Y:C42D S:0119 D:0000 DB:86 nvmxdizc V:  0 H:207 F:19
								849199 4A          LSR A                  A:0100 X:0E68 Y:C42D S:0119 D:0000 DB:86 nvmxdizc V:  0 H:211 F:19
								84919A 4A          LSR A                  A:0080 X:0E68 Y:C42D S:0119 D:0000 DB:86 nvmxdizc V:  0 H:214 F:19
								84919B 4A          LSR A                  A:0040 X:0E68 Y:C42D S:0119 D:0000 DB:86 nvmxdizc V:  0 H:217 F:19
								84919C 18          CLC                    A:0020 X:0E68 Y:C42D S:0119 D:0000 DB:86 nvmxdizc V:  0 H:220 F:19
								84919D 65 04       ADC $04       [000004] A:0020 X:0E68 Y:C42D S:0119 D:0000 DB:86 nvmxdizc V:  0 H:223 F:19
								84919F A8          TAY                    A:003E X:0E68 Y:C42D S:0119 D:0000 DB:86 nvmxdizc V:  0 H:230 F:19
								8491A0 B7 10       LDA [$10],Y   [7EE83E] A:003E X:0E68 Y:003E S:0119 D:0000 DB:86 nvmxdizc V:  0 H:233 F:19
								8491A2 29 FF 00    AND #$00FF             A:0005 X:0E68 Y:003E S:0119 D:0000 DB:86 nvmxdizc V:  0 H:246 F:19
								8491A5 A8          TAY                    A:0005 X:0E68 Y:003E S:0119 D:0000 DB:86 nvmxdizc V:  0 H:251 F:19
								8491A6 EB          XBA                    A:0005 X:0E68 Y:0005 S:0119 D:0000 DB:86 nvmxdizc V:  0 H:254 F:19
								8491A7 0A          ASL A                  A:0500 X:0E68 Y:0005 S:0119 D:0000 DB:86 nvmxdiZc V:  0 H:258 F:19
								8491A8 18          CLC                    A:0A00 X:0E68 Y:0005 S:0119 D:0000 DB:86 nvmxdizc V:  0 H:261 F:19
								8491A9 65 06       ADC $06       [000006] A:0A00 X:0E68 Y:0005 S:0119 D:0000 DB:86 nvmxdizc V:  0 H:264 F:19
								8491AB AA          TAX                    A:0B30 X:0E68 Y:0005 S:0119 D:0000 DB:86 nvmxdizc V:  0 H:271 F:19
								8491AC 60          RTS                    A:0B30 X:0B30 Y:0005 S:0119 D:0000 DB:86 nvmxdizc V:  0 H:274 F:19

							8490F9 BF 00 20 7E LDA $7E2000,X [7E2B30] A:0B30 X:0B30 Y:0005 S:011B D:0000 DB:86 nvmxdizc V:  0 H:284 F:19
							8490FD A8          TAY                    A:02BF X:0B30 Y:0005 S:011B D:0000 DB:86 nvmxdizc V:  0 H:294 F:19
							8490FE AD 92 0B    LDA $0B92     [860B92] A:02BF X:0B30 Y:02BF S:011B D:0000 DB:86 nvmxdizc V:  0 H:297 F:19
							849101 85 10       STA $10       [000010] A:EDC3 X:0B30 Y:02BF S:011B D:0000 DB:86 Nvmxdizc V:  0 H:306 F:19
							849103 AD 94 0B    LDA $0B94     [860B94] A:EDC3 X:0B30 Y:02BF S:011B D:0000 DB:86 Nvmxdizc V:  0 H:313 F:19
							849106 85 12       STA $12       [000012] A:E095 X:0B30 Y:02BF S:011B D:0000 DB:86 Nvmxdizc V:  0 H:321 F:19
							849108 B7 10       LDA [$10],Y   [95F082] A:E095 X:0B30 Y:02BF S:011B D:0000 DB:86 Nvmxdizc V:  0 H:327 F:19
							84910A 29 FF 00    AND #$00FF             A:0000 X:0B30 Y:02BF S:011B D:0000 DB:86 nvmxdiZc V:  0 H:339 F:19
							84910D 28          PLP                    A:0000 X:0B30 Y:02BF S:011B D:0000 DB:86 nvmxdiZc V:  1 H:  4 F:19
							84910E FA          PLX                    A:0000 X:0B30 Y:02BF S:011C D:0000 DB:86 nvMxdiZc V:  1 H: 10 F:19
							84910F 2B          PLD                    A:0000 X:0E68 Y:02BF S:011E D:0000 DB:86 nvMxdizc V:  1 H: 19 F:19
							849110 60          RTS                    A:0000 X:0E68 Y:02BF S:0120 D:0000 DB:86 nvMxdiZc V:  1 H: 27 F:19

						84947C B4 05       LDY $05,X     [000E6D] A:0000 X:0E68 Y:02BF S:0122 D:0000 DB:86 nvMxdiZc V:  1 H: 37 F:19
						84947E 84 10       STY $10       [000010] A:0000 X:0E68 Y:1E78 S:0122 D:0000 DB:86 nvMxdizc V:  1 H: 46 F:19
						849480 B4 08       LDY $08,X     [000E70] A:0000 X:0E68 Y:1E78 S:0122 D:0000 DB:86 nvMxdizc V:  1 H: 53 F:19
						849482 84 12       STY $12       [000012] A:0000 X:0E68 Y:01A3 S:0122 D:0000 DB:86 nvMxdizc V:  1 H: 61 F:19
						849484 95 2E       STA $2E,X     [000E96] A:0000 X:0E68 Y:01A3 S:0122 D:0000 DB:86 nvMxdizc V:  1 H: 68 F:19
						849486 86 2C       STX $2C       [00002C] A:0000 X:0E68 Y:01A3 S:0122 D:0000 DB:86 nvMxdizc V:  1 H: 75 F:19
						849488 29 3F       AND #$3F               A:0000 X:0E68 Y:01A3 S:0122 D:0000 DB:86 nvMxdizc V:  1 H: 82 F:19
						84948A 0A          ASL A                  A:0000 X:0E68 Y:01A3 S:0122 D:0000 DB:86 nvMxdiZc V:  1 H: 85 F:19
						84948B EB          XBA                    A:0000 X:0E68 Y:01A3 S:0122 D:0000 DB:86 nvMxdiZc V:  1 H: 88 F:19
						84948C A9 00       LDA #$00               A:0000 X:0E68 Y:01A3 S:0122 D:0000 DB:86 nvMxdiZc V:  1 H: 92 F:19
						84948E EB          XBA                    A:0000 X:0E68 Y:01A3 S:0122 D:0000 DB:86 nvMxdiZc V:  1 H: 95 F:19
						84948F AA          TAX                    A:0000 X:0E68 Y:01A3 S:0122 D:0000 DB:86 nvMxdiZc V:  1 H:100 F:19
						849490 FC A9 94    JSR ($94A9,X) [8494A9] A:0000 X:0000 Y:01A3 S:0122 D:0000 DB:86 nvMxdiZc V:  1 H:103 F:19

							849529 AD 1C 1F    LDA $1F1C     [861F1C] A:0000 X:0000 Y:01A3 S:0120 D:0000 DB:86 nvMxdiZc V:  1 H:116 F:19
							84952C F0 11       BEQ $0011     [84953F] A:0000 X:0000 Y:01A3 S:0120 D:0000 DB:86 nvMxdiZc V:  1 H:122 F:19
							84953F A9 00       LDA #$00               A:0000 X:0000 Y:01A3 S:0120 D:0000 DB:86 nvMxdiZc V:  1 H:127 F:19
							849541 60          RTS                    A:0000 X:0000 Y:01A3 S:0120 D:0000 DB:86 nvMxdiZc V:  1 H:130 F:19

						849493 F0 0E       BEQ $000E     [8494A3] A:0000 X:0000 Y:01A3 S:0122 D:0000 DB:86 nvMxdiZc V:  1 H:150 F:19
						8494A3 A6 2C       LDX $2C       [00002C] A:0000 X:0000 Y:01A3 S:0122 D:0000 DB:86 nvMxdiZc V:  1 H:154 F:19
						8494A5 20 08 93    JSR $9308     [849308] A:0000 X:0E68 Y:01A3 S:0122 D:0000 DB:86 nvMxdizc V:  1 H:161 F:19

							849308 A5 14       LDA $14       [000014] A:0000 X:0E68 Y:01A3 S:0120 D:0000 DB:86 nvMxdizc V:  1 H:171 F:19
							84930A F0 08       BEQ $0008     [849314] A:0000 X:0E68 Y:01A3 S:0120 D:0000 DB:86 nvMxdiZc V:  1 H:176 F:19
							849314 60          RTS                    A:0000 X:0E68 Y:01A3 S:0120 D:0000 DB:86 nvMxdiZc V:  1 H:181 F:19

						8494A8 60          RTS                    A:0000 X:0E68 Y:01A3 S:0122 D:0000 DB:86 nvMxdiZc V:  1 H:191 F:19

					84923F C2 30       REP #$30               A:0000 X:0E68 Y:01A3 S:0124 D:0000 DB:86 nvMxdiZc V:  1 H:201 F:19
					849241 60          RTS                    A:0000 X:0E68 Y:01A3 S:0124 D:0000 DB:86 nvmxdiZc V:  1 H:205 F:19 

				8491DB 2B          PLD                    A:0000 X:0E68 Y:01A3 S:0126 D:0000 DB:86 nvmxdiZc V:  1 H:215 F:19
				8491DC 28          PLP                    A:0000 X:0E68 Y:01A3 S:0128 D:0E68 DB:86 nvmxdizc V:  1 H:224 F:19			
				8491DD 6B          RTL                    A:0000 X:0068 Y:00A3 S:0129 D:0E68 DB:86 nvMXdizc V:  1 H:230 F:19

			81B991 22 EA 8E 84 JSL $848EEA   [848EEA] A:0000 X:0068 Y:00A3 S:012C D:0E68 DB:86 nvMXdizc V:  1 H:241 F:19				JSL $848EEA --> Decrease CDSkel, Continue Skeleton

				848EEA 08          PHP                    A:0000 X:0068 Y:00A3 S:0129 D:0E68 DB:86 nvMXdizc V:  1 H:254 F:19
				848EEB 8B          PHB                    A:0000 X:0068 Y:00A3 S:0128 D:0E68 DB:86 nvMXdizc V:  1 H:259 F:19
				848EEC E2 30       SEP #$30               A:0000 X:0068 Y:00A3 S:0127 D:0E68 DB:86 nvMXdizc V:  1 H:264 F:19
				848EEE C6 13       DEC $13       [000E7B] A:0000 X:0068 Y:00A3 S:0127 D:0E68 DB:86 nvMXdizc V:  1 H:269 F:19		Decrease Countdown
				848EF0 D0 5D       BNE $005D     [848F4F] A:0000 X:0068 Y:00A3 S:0127 D:0E68 DB:86 nvMXdizc V:  1 H:279 F:19		Branch because Countdown <> #$00
				848F4F AB          PLB                    A:0000 X:0068 Y:00A3 S:0127 D:0E68 DB:86 nvMXdizc V:  1 H:283 F:19
				848F50 28          PLP                    A:0000 X:0068 Y:00A3 S:0128 D:0E68 DB:86 NvMXdizc V:  1 H:290 F:19
				848F51 6B          RTL                    A:0000 X:0068 Y:00A3 S:0129 D:0E68 DB:86 nvMXdizc V:  1 H:296 F:19

			81B995 C2 20       REP #$20               A:0000 X:0068 Y:00A3 S:012C D:0E68 DB:86 nvMXdizc V:  1 H:307 F:19				|Branch because E-Y-Vel is positive
			81B997 A5 1C       LDA $1C       [000E84] A:0000 X:0068 Y:00A3 S:012C D:0E68 DB:86 nvmXdizc V:  1 H:311 F:19				|
			81B999 E2 20       SEP #$20               A:083E X:0068 Y:00A3 S:012C D:0E68 DB:86 nvmXdizc V:  1 H:320 F:19				|
			81B99B 10 0A       BPL $000A     [81B9A7] A:083E X:0068 Y:00A3 S:012C D:0E68 DB:86 nvMXdizc V:  1 H:324 F:19				|
			81B9A7 60          RTS                    A:083E X:0068 Y:00A3 S:012C D:0E68 DB:86 nvMXdizc V:  1 H:328 F:19				Return

		81B63B A9 09       LDA #$09               A:083E X:0068 Y:00A3 S:012E D:0E68 DB:86 nvMXdizc V:  1 H:338 F:19
